员工编号,年龄,性别,婚姻状况,婚姻状况编码,学历,学历编码,专业,是否成年,部门,岗位,职级,出差频率,出差频率编码,离家距离,是否加班,是否加班编码,标准工时,年度培训次数,总工龄,本企业工龄,现岗年限,晋升间隔,与现任经理共事年限,跳槽次数,月收入,时薪,日薪,月薪,调薪幅度,股权激励等级,股权激励等级编码,环境满意,环境满意编码,人际关系满意,人际关系满意编码,工作满意,工作满意编码,敬业度,敬业度编码,工作与生活平衡,工作与生活平衡编码,绩效评级,绩效评级编码,是否离职,是否离职编码,员工计数
148,54,女,单身,0,本科,3,人力资源,是,人力资源部,经理,4,不出差,2,26,是,1,80,3,23,5,3,4,4,2,17328,30,142,13871,0.12,无,0,非常高,4,高,3,非常高,4,非常高,4,更好,3,优秀,3,否,0,1
150,24,男,已婚,1,大专以下,1,生命科学,是,研发部,实验室技术员,1,偶尔出差,0,18,否,0,80,2,6,5,3,1,2,0,2774,52,1127,13257,0.12,低级,1,中,2,高,3,高,3,高,3,更好,3,优秀,3,否,0,1
151,34,女,离异,2,硕士,4,生命科学,是,研发部,研究科学家,2,偶尔出差,0,6,否,0,80,3,12,1,0,0,0,6,4505,45,1031,15000,0.15,低级,1,高,3,高,3,中,2,中,2,更好,3,优秀,3,否,0,1
152,37,男,单身,0,本科,3,生命科学,是,销售部,销售主管,3,偶尔出差,0,3,否,0,80,3,12,5,3,1,3,2,7428,87,1189,14506,0.12,无,0,高,3,低,1,非常高,4,高,3,更好,3,优秀,3,否,0,1
153,34,女,单身,0,本科,3,医学,是,研发部,经理,3,偶尔出差,0,5,否,0,80,6,14,11,10,5,8,2,11631,45,1354,5615,0.12,无,0,高,3,非常高,4,低,1,中,2,更好,3,优秀,3,否,0,1
154,36,女,已婚,1,大专,2,工程技术,是,销售部,销售主管,3,频繁出差,1,11,否,0,80,6,10,9,7,2,8,0,9738,92,1467,22952,0.14,低级,1,中,2,高,3,非常高,4,高,3,更好,3,优秀,3,否,0,1
155,36,女,离异,2,大专,2,生命科学,是,研发部,实验室技术员,1,偶尔出差,0,3,否,0,80,2,7,1,0,0,0,5,2835,39,922,2561,0.22,低级,1,低,1,低,1,非常高,4,高,3,更好,3,杰出,4,否,0,1
158,43,男,已婚,1,大专,2,生命科学,是,销售部,经理,4,频繁出差,1,26,是,1,80,3,25,25,12,4,12,1,16959,92,394,19494,0.12,中级,2,高,3,非常高,4,非常高,4,高,3,最好,4,优秀,3,否,0,1
159,30,男,离异,2,本科,3,生命科学,是,研发部,研究科学家,1,频繁出差,1,23,否,0,80,2,10,10,7,0,9,1,2613,96,1312,22310,0.25,高级,3,低,1,高,3,高,3,低,1,好,2,杰出,4,否,0,1
160,33,男,已婚,1,大专,2,市场营销,是,销售部,销售主管,2,不出差,2,22,否,0,80,2,8,7,7,0,7,0,6146,95,750,15480,0.13,低级,1,高,3,低,1,中,2,高,3,最好,4,优秀,3,否,0,1
161,56,女,已婚,1,硕士,4,生命科学,是,研发部,研究科学家,1,偶尔出差,0,14,是,1,80,2,7,5,4,4,3,9,4963,72,441,4510,0.18,高级,3,中,2,低,1,中,2,高,3,更好,3,优秀,3,是,1,1
162,51,男,单身,0,本科,3,生命科学,是,研发部,研究总监,5,偶尔出差,0,6,否,0,80,5,23,20,18,15,15,7,19537,51,684,6462,0.13,无,0,低,1,高,3,高,3,高,3,更好,3,优秀,3,否,0,1
163,31,男,已婚,1,硕士,4,生命科学,是,销售部,销售主管,2,偶尔出差,0,6,是,1,80,3,12,7,7,7,7,4,6172,76,249,20739,0.18,无,0,中,2,中,2,高,3,低,1,好,2,优秀,3,是,1,1
164,26,女,已婚,1,本科,3,其他,是,研发部,研究科学家,1,偶尔出差,0,6,否,0,80,3,5,5,4,4,3,1,2368,46,841,23300,0.19,无,0,高,3,高,3,中,2,中,2,好,2,优秀,3,否,0,1
165,58,女,已婚,1,硕士,4,医学,是,研发部,医疗代表,3,偶尔出差,0,23,否,0,80,3,40,40,10,15,6,1,10312,94,147,3465,0.12,低级,1,非常高,4,非常高,4,非常高,4,高,3,好,2,优秀,3,是,1,1
167,19,男,单身,0,大专以下,1,市场营销,是,销售部,销售代表,1,偶尔出差,0,22,是,1,80,2,0,0,0,0,0,1,1675,50,528,26820,0.19,无,0,非常高,4,非常高,4,高,3,高,3,好,2,优秀,3,是,1,1
169,22,男,已婚,1,大专以下,1,工程技术,是,研发部,实验室技术员,1,偶尔出差,0,2,否,0,80,2,3,2,1,2,1,0,2523,100,594,19299,0.14,低级,1,高,3,高,3,非常高,4,高,3,更好,3,优秀,3,否,0,1
170,49,女,已婚,1,硕士,4,医学,是,研发部,制造总监,2,偶尔出差,0,20,否,0,80,2,16,15,11,5,11,1,6567,96,470,5549,0.14,无,0,高,3,高,3,低,1,高,3,好,2,优秀,3,否,0,1
171,43,女,单身,0,本科,3,医学,是,研发部,研究科学家,1,频繁出差,1,28,否,0,80,2,18,3,2,1,2,4,4739,72,957,16090,0.12,无,0,中,2,非常高,4,高,3,非常高,4,更好,3,优秀,3,否,0,1
174,50,女,单身,0,本科,3,市场营销,是,销售部,销售主管,3,频繁出差,1,12,否,0,80,3,16,2,2,2,1,4,9208,77,809,6645,0.11,无,0,高,3,非常高,4,非常高,4,高,3,更好,3,优秀,3,否,0,1
175,31,女,已婚,1,本科,3,生命科学,是,销售部,销售主管,2,偶尔出差,0,20,是,1,80,2,4,2,2,2,2,3,4559,71,542,24788,0.11,低级,1,中,2,高,3,高,3,低,1,更好,3,优秀,3,是,1,1
176,41,男,离异,2,大专以下,1,生命科学,是,销售部,销售主管,3,偶尔出差,0,9,是,1,80,2,12,9,7,0,7,3,8189,96,802,21196,0.13,低级,1,高,3,高,3,高,3,高,3,更好,3,优秀,3,否,0,1
177,26,女,已婚,1,大专以下,1,生命科学,是,人力资源部,人力资源专员,1,偶尔出差,0,25,否,0,80,3,8,8,7,5,7,1,2942,61,1355,8916,0.23,低级,1,高,3,非常高,4,高,3,高,3,更好,3,杰出,4,否,0,1
178,36,男,离异,2,大专,2,医学,是,研发部,制造总监,2,偶尔出差,0,6,否,0,80,0,7,3,2,0,1,6,4941,84,216,2819,0.2,中级,2,中,2,非常高,4,中,2,高,3,更好,3,杰出,4,否,0,1
179,51,男,单身,0,硕士,4,生命科学,是,研发部,制造总监,3,频繁出差,1,8,否,0,80,2,18,4,2,0,3,2,10650,53,1150,25150,0.15,无,0,低,1,非常高,4,非常高,4,低,1,更好,3,优秀,3,是,1,1
182,39,女,已婚,1,硕士,4,生命科学,是,销售部,销售主管,2,偶尔出差,0,4,否,0,80,1,17,15,11,5,9,4,5902,47,1329,14590,0.14,低级,1,非常高,4,高,3,高,3,中,2,最好,4,优秀,3,否,0,1
183,25,男,已婚,1,本科,3,生命科学,是,销售部,销售主管,2,偶尔出差,0,28,否,0,80,3,6,2,2,2,2,2,8639,41,959,24835,0.18,无,0,低,1,非常高,4,高,3,中,2,更好,3,优秀,3,否,0,1
184,30,男,已婚,1,本科,3,人力资源,是,人力资源部,人力资源专员,2,偶尔出差,0,9,是,1,80,2,12,11,9,4,7,0,6347,48,1240,13982,0.19,无,0,高,3,非常高,4,非常高,4,高,3,差,1,优秀,3,否,0,1
190,32,女,单身,0,本科,3,医学,是,研发部,实验室技术员,1,偶尔出差,0,9,否,0,80,2,10,5,4,0,4,7,4200,41,1033,10224,0.22,无,0,低,1,低,1,低,1,高,3,最好,4,杰出,4,是,1,1
192,45,男,单身,0,本科,3,医学,是,研发部,研究科学家,1,偶尔出差,0,29,否,0,80,2,9,6,5,0,3,5,3452,83,1316,9752,0.13,无,0,高,3,中,2,非常高,4,高,3,好,2,优秀,3,否,0,1
193,38,女,单身,0,博士,5,工程技术,是,研发部,研究科学家,2,偶尔出差,0,3,是,1,80,2,19,3,2,2,2,3,4317,32,364,2302,0.2,无,0,非常高,4,中,2,高,3,高,3,更好,3,杰出,4,否,0,1
194,30,女,单身,0,本科,3,生命科学,是,研发部,研究科学家,1,偶尔出差,0,18,否,0,80,4,5,5,4,0,4,1,2632,75,438,23910,0.14,无,0,低,1,高,3,高,3,高,3,好,2,优秀,3,否,0,1
195,32,男,离异,2,大专,2,医学,是,销售部,销售主管,2,频繁出差,1,9,否,0,80,2,9,8,7,0,7,0,4668,35,689,22812,0.17,高级,3,非常高,4,非常高,4,非常高,4,低,1,最好,4,优秀,3,否,0,1
197,30,女,离异,2,本科,3,工程技术,是,研发部,研究科学家,1,偶尔出差,0,5,否,0,80,3,8,3,2,2,2,5,3204,84,201,10415,0.14,低级,1,非常高,4,非常高,4,低,1,高,3,更好,3,优秀,3,否,0,1
198,30,男,单身,0,大专以下,1,医学,是,研发部,实验室技术员,1,偶尔出差,0,2,否,0,80,3,6,5,3,1,2,0,2720,35,1427,11162,0.13,无,0,中,2,非常高,4,非常高,4,中,2,更好,3,优秀,3,否,0,1
199,41,男,离异,2,本科,3,生命科学,是,研发部,经理,4,频繁出差,1,10,否,0,80,2,21,7,6,7,7,4,17181,91,857,12888,0.13,低级,1,非常高,4,中,2,低,1,中,2,好,2,优秀,3,否,0,1
200,41,男,已婚,1,硕士,4,生命科学,是,研发部,实验室技术员,1,偶尔出差,0,9,否,0,80,2,7,5,0,1,4,2,2238,94,933,6961,0.21,低级,1,高,3,非常高,4,低,1,高,3,更好,3,杰出,4,否,0,1
201,19,女,单身,0,大专以下,1,医学,是,研发部,实验室技术员,1,偶尔出差,0,3,否,0,80,3,1,1,0,0,0,1,1483,79,1181,16102,0.14,无,0,中,2,非常高,4,中,2,高,3,更好,3,优秀,3,否,0,1
202,40,女,离异,2,本科,3,医学,是,研发部,研究科学家,2,频繁出差,1,26,否,0,80,2,20,20,7,2,13,1,5605,54,1395,8504,0.11,低级,1,中,2,低,1,中,2,高,3,更好,3,优秀,3,否,0,1
204,35,男,已婚,1,博士,5,市场营销,是,销售部,销售主管,3,偶尔出差,0,1,否,0,80,3,10,10,8,0,6,1,7295,94,662,11439,0.13,中级,2,高,3,低,1,中,2,高,3,更好,3,优秀,3,否,0,1
205,53,男,已婚,1,大专,2,市场营销,是,销售部,销售代表,2,偶尔出差,0,6,是,1,80,3,13,7,7,4,5,2,2306,34,1436,16047,0.2,低级,1,中,2,非常高,4,高,3,高,3,差,1,杰出,4,否,0,1
206,45,男,离异,2,本科,3,生命科学,是,研发部,实验室技术员,2,偶尔出差,0,9,否,0,80,2,20,17,9,0,15,8,2348,60,194,10901,0.18,低级,1,中,2,高,3,中,2,高,3,差,1,优秀,3,否,0,1
207,32,女,单身,0,本科,3,市场营销,是,销售部,销售主管,3,频繁出差,1,8,否,0,80,2,9,9,8,3,7,1,8998,43,967,15589,0.14,无,0,中,2,非常高,4,非常高,4,高,3,更好,3,优秀,3,否,0,1
208,29,男,已婚,1,大专以下,1,工程技术,是,研发部,制造总监,2,不出差,2,1,否,0,80,1,10,10,7,0,9,1,4319,41,1496,26283,0.13,低级,1,非常高,4,低,1,高,3,高,3,更好,3,优秀,3,否,0,1
211,51,男,已婚,1,硕士,4,医学,是,研发部,制造总监,2,偶尔出差,0,7,否,0,80,2,10,1,0,0,0,2,6132,34,1169,13983,0.17,无,0,中,2,高,3,高,3,中,2,更好,3,优秀,3,否,0,1
214,58,女,已婚,1,本科,3,医学,是,研发部,研究科学家,1,偶尔出差,0,9,是,1,80,3,9,1,0,0,0,4,3346,75,1145,11873,0.2,低级,1,中,2,中,2,中,2,中,2,好,2,杰出,4,否,0,1
215,40,男,已婚,1,硕士,4,市场营销,是,销售部,销售主管,3,偶尔出差,0,4,否,0,80,2,15,12,11,2,11,7,10855,67,630,8552,0.11,低级,1,高,3,低,1,非常高,4,中,2,好,2,优秀,3,否,0,1
216,34,女,已婚,1,硕士,4,市场营销,是,销售部,销售代表,1,频繁出差,1,2,否,0,80,3,6,4,3,1,2,6,2231,75,303,11314,0.18,低级,1,高,3,非常高,4,高,3,高,3,更好,3,优秀,3,否,0,1
217,22,男,已婚,1,大专以下,1,医学,是,研发部,研究科学家,1,偶尔出差,0,19,否,0,80,6,2,2,2,2,2,1,2323,80,1256,11992,0.24,中级,2,高,3,低,1,非常高,4,高,3,更好,3,杰出,4,否,0,1
218,27,男,离异,2,本科,3,医学,是,研发部,研究科学家,1,不出差,2,9,否,0,80,1,6,2,2,2,2,6,2024,57,691,5970,0.18,低级,1,非常高,4,非常高,4,中,2,高,3,差,1,优秀,3,否,0,1
221,28,男,已婚,1,本科,3,医学,是,研发部,研究科学家,1,偶尔出差,0,21,否,0,80,2,5,5,2,0,2,1,2713,42,440,6672,0.11,低级,1,高,3,高,3,非常高,4,高,3,差,1,优秀,3,否,0,1
223,57,男,离异,2,大专,2,生命科学,是,研发部,医疗代表,3,偶尔出差,0,24,是,1,80,2,12,5,3,1,4,3,9439,83,334,23402,0.16,低级,1,高,3,中,2,非常高,4,非常高,4,差,1,优秀,3,否,0,1
224,27,男,离异,2,本科,3,医学,是,研发部,研究科学家,1,不出差,2,3,是,1,80,2,1,1,1,0,1,1,2566,79,1450,25326,0.15,低级,1,高,3,非常高,4,高,3,中,2,好,2,优秀,3,否,0,1
226,50,女,单身,0,本科,3,生命科学,是,研发部,经理,5,偶尔出差,0,11,否,0,80,5,21,5,4,4,4,3,19926,53,1452,17053,0.15,无,0,高,3,中,2,中,2,高,3,更好,3,优秀,3,否,0,1
227,41,男,离异,2,本科,3,生命科学,是,研发部,研究科学家,1,偶尔出差,0,14,否,0,80,2,13,9,8,1,8,4,2451,56,465,4609,0.12,低级,1,低,1,低,1,高,3,高,3,更好,3,优秀,3,否,0,1
228,30,女,已婚,1,本科,3,生命科学,是,销售部,销售主管,3,偶尔出差,0,5,否,0,80,2,12,10,9,7,4,2,9419,41,1339,8053,0.12,低级,1,中,2,高,3,非常高,4,高,3,更好,3,优秀,3,否,0,1
230,38,女,单身,0,硕士,4,生命科学,是,销售部,销售主管,2,偶尔出差,0,1,否,0,80,2,12,8,3,0,7,4,8686,59,702,12930,0.22,无,0,低,1,高,3,非常高,4,中,2,最好,4,杰出,4,否,0,1
231,32,男,单身,0,博士,5,生命科学,是,研发部,研究科学家,1,偶尔出差,0,6,否,0,80,2,8,5,4,1,4,3,3038,43,120,12430,0.2,无,0,高,3,低,1,高,3,高,3,更好,3,杰出,4,否,0,1
233,27,男,已婚,1,本科,3,工程技术,是,研发部,研究科学家,1,偶尔出差,0,17,是,1,80,3,6,5,2,1,1,0,3058,51,1157,13364,0.16,低级,1,高,3,非常高,4,中,2,高,3,好,2,优秀,3,否,0,1
235,19,女,单身,0,大专以下,1,工程技术,是,销售部,销售代表,1,频繁出差,1,1,否,0,80,5,1,0,0,0,0,0,2325,100,602,20989,0.21,无,0,高,3,低,1,低,1,低,1,最好,4,杰出,4,是,1,1
238,36,男,单身,0,大专,2,医学,是,研发部,实验室技术员,1,频繁出差,1,3,否,0,80,3,13,8,7,7,2,4,2088,30,1480,15062,0.12,无,0,非常高,4,高,3,中,2,高,3,好,2,优秀,3,否,0,1
239,30,男,离异,2,本科,3,医学,是,研发部,实验室技术员,2,不出差,2,9,否,0,80,4,12,12,9,6,10,1,3072,66,111,11012,0.11,中级,2,高,3,高,3,低,1,高,3,更好,3,优秀,3,否,0,1
240,45,女,离异,2,大专,2,生命科学,是,销售部,销售主管,2,偶尔出差,0,4,是,1,80,3,9,5,4,0,3,4,5006,30,1268,6319,0.11,低级,1,高,3,低,1,低,1,高,3,最好,4,优秀,3,否,0,1
241,56,女,离异,2,本科,3,生命科学,是,研发部,研究科学家,1,偶尔出差,0,8,是,1,80,3,19,2,2,2,2,4,4257,67,713,13939,0.18,低级,1,高,3,高,3,低,1,高,3,更好,3,优秀,3,否,0,1
242,33,男,单身,0,本科,3,生命科学,是,研发部,研究科学家,1,偶尔出差,0,2,否,0,80,2,4,3,1,0,2,0,2500,90,134,10515,0.14,无,0,高,3,低,1,非常高,4,高,3,最好,4,优秀,3,否,0,1
243,19,男,单身,0,本科,3,生命科学,是,研发部,实验室技术员,1,偶尔出差,0,2,否,0,80,3,1,1,0,1,0,1,1102,47,303,9241,0.22,无,0,中,2,高,3,非常高,4,中,2,好,2,杰出,4,是,1,1
244,46,女,离异,2,大专,2,市场营销,是,销售部,销售主管,3,偶尔出差,0,1,否,0,80,2,24,24,13,15,7,1,10453,92,526,2137,0.25,高级,3,中,2,高,3,低,1,高,3,更好,3,杰出,4,否,0,1
245,38,女,单身,0,大专,2,生命科学,是,研发部,实验室技术员,1,偶尔出差,0,9,否,0,80,3,2,2,2,2,1,1,2288,75,1380,6319,0.12,无,0,高,3,高,3,非常高,4,高,3,更好,3,优秀,3,否,0,1
246,31,女,已婚,1,大专以下,1,医学,是,研发部,研究科学家,1,偶尔出差,0,12,是,1,80,0,7,4,2,0,2,8,3929,95,140,6984,0.23,低级,1,高,3,高,3,非常高,4,高,3,更好,3,杰出,4,否,0,1
247,34,女,单身,0,大专,2,医学,是,研发部,研究科学家,1,偶尔出差,0,27,否,0,80,3,9,3,2,1,2,2,2311,95,629,5711,0.15,无,0,非常高,4,非常高,4,中,2,高,3,更好,3,优秀,3,否,0,1
248,41,女,单身,0,大专,2,市场营销,是,销售部,销售代表,1,偶尔出差,0,20,是,1,80,5,4,4,3,0,2,1,3140,70,1356,21728,0.22,无,0,中,2,非常高,4,中,2,高,3,好,2,杰出,4,是,1,1
249,50,男,已婚,1,本科,3,医学,是,研发部,实验室技术员,1,偶尔出差,0,1,否,0,80,2,5,3,2,0,2,2,3690,86,328,3425,0.15,低级,1,高,3,非常高,4,高,3,中,2,好,2,优秀,3,否,0,1
250,53,女,离异,2,大专,2,医学,是,研发部,制造总监,2,偶尔出差,0,13,否,0,80,3,5,4,2,1,3,1,4450,57,1084,26250,0.11,中级,2,非常高,4,高,3,低,1,非常高,4,更好,3,优秀,3,否,0,1
252,33,女,已婚,1,本科,3,医学,是,研发部,研究科学家,1,偶尔出差,0,14,否,0,80,5,8,8,7,1,6,1,2756,72,931,4673,0.13,低级,1,非常高,4,非常高,4,中,2,高,3,更好,3,优秀,3,否,0,1
253,40,女,已婚,1,大专以下,1,医学,是,研发部,经理,5,偶尔出差,0,4,否,0,80,2,21,20,8,9,9,1,19033,46,989,6499,0.14,低级,1,非常高,4,中,2,高,3,高,3,更好,3,优秀,3,否,0,1
254,55,男,单身,0,硕士,4,医学,是,研发部,研究总监,5,偶尔出差,0,14,否,0,80,3,36,24,15,2,15,8,18722,61,692,13339,0.11,无,0,高,3,非常高,4,中,2,非常高,4,更好,3,优秀,3,否,0,1
256,34,男,已婚,1,大专以下,1,生命科学,是,研发部,制造总监,2,频繁出差,1,2,否,0,80,2,10,10,9,1,9,1,9547,45,1069,14074,0.17,无,0,非常高,4,高,3,高,3,中,2,好,2,优秀,3,否,0,1
258,51,女,单身,0,本科,3,医学,是,研发部,医疗代表,4,偶尔出差,0,3,否,0,80,6,21,7,7,1,0,3,13734,98,313,7192,0.18,无,0,非常高,4,高,3,中,2,高,3,更好,3,优秀,3,否,0,1
259,52,男,已婚,1,硕士,4,生命科学,是,研发部,经理,5,偶尔出差,0,1,否,0,80,5,34,33,18,11,9,0,19999,65,699,5678,0.14,低级,1,高,3,低,1,高,3,中,2,更好,3,优秀,3,否,0,1
260,27,女,单身,0,本科,3,医学,是,研发部,研究科学家,1,偶尔出差,0,9,否,0,80,2,7,7,7,0,3,1,2279,99,894,11781,0.16,无,0,非常高,4,非常高,4,中,2,高,3,好,2,优秀,3,否,0,1
261,35,男,已婚,1,大专,2,生命科学,是,研发部,制造总监,2,偶尔出差,0,23,是,1,80,1,8,1,0,0,1,3,5916,50,556,15497,0.13,无,0,中,2,低,1,高,3,中,2,更好,3,优秀,3,是,1,1
262,43,男,离异,2,本科,3,医学,是,研发部,研究科学家,1,不出差,2,7,否,0,80,3,7,5,4,2,2,4,2089,37,1344,5228,0.14,高级,3,非常高,4,非常高,4,非常高,4,非常高,4,最好,4,优秀,3,否,0,1
264,45,男,已婚,1,大专,2,医学,是,研发部,经理,4,不出差,2,2,否,0,80,1,22,20,8,11,8,9,16792,65,1195,20462,0.23,低级,1,低,1,非常高,4,非常高,4,中,2,更好,3,杰出,4,否,0,1
267,37,男,已婚,1,本科,3,生命科学,是,研发部,研究科学家,1,偶尔出差,0,21,是,1,80,3,8,8,7,1,7,1,3564,65,290,22977,0.12,低级,1,中,2,低,1,低,1,非常高,4,好,2,优秀,3,否,0,1
269,35,女,单身,0,本科,3,医学,是,研发部,实验室技术员,2,频繁出差,1,2,否,0,80,5,10,6,2,1,2,5,4425,37,138,15986,0.11,无,0,中,2,非常高,4,中,2,高,3,更好,3,优秀,3,否,0,1
270,42,女,离异,2,大专,2,医学,是,研发部,制造总监,2,不出差,2,21,否,0,80,5,11,5,3,0,2,2,5265,36,926,16439,0.16,低级,1,高,3,中,2,高,3,高,3,更好,3,优秀,3,否,0,1
271,38,男,已婚,1,硕士,4,生命科学,是,研发部,制造总监,2,偶尔出差,0,2,否,0,80,3,14,1,0,0,0,9,6553,88,1261,7259,0.14,无,0,非常高,4,中,2,高,3,高,3,更好,3,优秀,3,否,0,1
273,38,男,已婚,1,本科,3,工程技术,是,研发部,制造总监,2,偶尔出差,0,29,否,0,80,3,9,7,7,1,7,3,6261,54,1084,4185,0.18,低级,1,非常高,4,低,1,非常高,4,高,3,差,1,优秀,3,否,0,1
274,27,男,已婚,1,大专以下,1,工程技术,是,研发部,制造总监,2,频繁出差,1,1,否,0,80,1,6,2,2,2,0,5,4298,60,472,9679,0.19,低级,1,高,3,高,3,低,1,中,2,更好,3,优秀,3,否,0,1
275,49,男,离异,2,硕士,4,生命科学,是,研发部,制造总监,2,不出差,2,18,是,1,80,0,7,7,7,1,7,1,6804,92,1002,23793,0.15,中级,2,非常高,4,低,1,非常高,4,高,3,更好,3,优秀,3,否,0,1
277,34,男,离异,2,硕士,4,医学,是,研发部,研究科学家,1,频繁出差,1,10,是,1,80,4,5,5,3,2,0,1,3815,43,878,5972,0.17,低级,1,非常高,4,非常高,4,高,3,高,3,最好,4,优秀,3,否,0,1
281,40,男,已婚,1,大专,2,医学,是,研发部,实验室技术员,2,偶尔出差,0,19,是,1,80,2,15,7,2,3,7,8,2741,99,905,16523,0.15,低级,1,高,3,高,3,非常高,4,高,3,最好,4,优秀,3,否,0,1
282,38,男,已婚,1,大专以下,1,医学,是,研发部,医疗代表,2,偶尔出差,0,29,是,1,80,2,17,1,0,0,0,7,6673,70,1180,11354,0.19,无,0,中,2,中,2,低,1,高,3,更好,3,优秀,3,是,1,1
283,29,女,已婚,1,本科,3,市场营销,是,销售部,销售主管,3,偶尔出差,0,27,否,0,80,3,10,10,4,1,9,1,7639,35,121,24525,0.22,高级,3,中,2,非常高,4,非常高,4,高,3,好,2,杰出,4,是,1,1
284,22,男,离异,2,本科,3,生命科学,是,研发部,研究科学家,1,偶尔出差,0,5,是,1,80,2,4,4,2,2,2,1,2328,60,1136,12392,0.16,低级,1,非常高,4,低,1,中,2,非常高,4,好,2,优秀,3,否,0,1
286,36,女,单身,0,大专以下,1,医学,是,研发部,实验室技术员,1,频繁出差,1,18,否,0,80,2,8,8,1,1,7,1,2153,73,635,7703,0.13,无,0,中,2,低,1,非常高,4,高,3,更好,3,优秀,3,否,0,1
287,40,男,已婚,1,博士,5,生命科学,是,研发部,医疗代表,2,不出差,2,9,否,0,80,5,5,3,2,0,2,9,4876,63,1151,14242,0.14,低级,1,非常高,4,非常高,4,非常高,4,中,2,差,1,优秀,3,否,0,1
288,46,男,离异,2,硕士,4,医学,是,研发部,医疗代表,3,偶尔出差,0,1,否,0,80,3,17,4,2,0,3,7,9396,97,644,12368,0.16,低级,1,非常高,4,高,3,低,1,高,3,更好,3,优秀,3,否,0,1
291,32,男,已婚,1,硕士,4,医学,是,销售部,销售主管,3,偶尔出差,0,4,否,0,80,2,14,14,8,9,8,1,10400,32,1045,25812,0.11,无,0,非常高,4,高,3,非常高,4,低,1,好,2,优秀,3,是,1,1
292,30,男,单身,0,大专以下,1,生命科学,是,研发部,制造总监,3,不出差,2,1,否,0,80,2,12,11,8,5,8,1,8474,88,829,20925,0.22,无,0,高,3,高,3,高,3,中,2,更好,3,杰出,4,否,0,1
293,27,女,单身,0,本科,3,生命科学,是,销售部,销售主管,2,频繁出差,1,20,否,0,80,2,7,7,7,0,7,1,9981,90,1242,12916,0.14,无,0,非常高,4,非常高,4,高,3,高,3,更好,3,优秀,3,否,0,1
296,51,男,已婚,1,硕士,4,生命科学,是,研发部,研究总监,3,偶尔出差,0,8,否,0,80,5,16,10,9,4,7,5,12490,81,1469,15736,0.16,中级,2,中,2,非常高,4,中,2,中,2,差,1,优秀,3,否,0,1
297,30,女,单身,0,本科,3,工程技术,是,研发部,研究科学家,1,偶尔出差,0,3,是,1,80,5,8,5,2,0,4,5,2657,88,1005,8556,0.11,无,0,非常高,4,高,3,低,1,高,3,更好,3,优秀,3,是,1,1
298,41,女,单身,0,本科,3,生命科学,是,销售部,经理,3,偶尔出差,0,6,是,1,80,3,16,1,0,0,0,3,13591,75,896,14674,0.18,无,0,非常高,4,高,3,非常高,4,高,3,更好,3,优秀,3,否,0,1
299,30,女,单身,0,硕士,4,市场营销,是,销售部,销售主管,2,频繁出差,1,26,否,0,80,5,9,6,3,0,1,5,6696,52,334,22967,0.15,无,0,高,3,高,3,低,1,中,2,好,2,优秀,3,是,1,1
300,29,男,单身,0,本科,3,工程技术,是,研发部,研究科学家,1,偶尔出差,0,1,否,0,80,1,7,6,2,1,5,0,2058,85,992,19757,0.14,无,0,高,3,非常高,4,高,3,高,3,好,2,优秀,3,是,1,1
302,45,女,单身,0,本科,3,医学,是,销售部,销售主管,3,不出差,2,6,否,0,80,2,23,19,7,12,8,6,8865,57,1052,16840,0.12,无,0,非常高,4,非常高,4,非常高,4,中,2,更好,3,优秀,3,否,0,1
303,54,女,已婚,1,本科,3,市场营销,是,销售部,销售主管,2,偶尔出差,0,3,否,0,80,4,16,6,2,0,5,2,5940,52,1147,17011,0.14,低级,1,非常高,4,非常高,4,低,1,高,3,更好,3,优秀,3,否,0,1
304,36,男,单身,0,大专,2,生命科学,是,研发部,实验室技术员,2,偶尔出差,0,5,否,0,80,3,16,13,11,3,7,8,5914,62,1396,9945,0.16,无,0,非常高,4,非常高,4,中,2,高,3,最好,4,优秀,3,否,0,1
305,33,女,已婚,1,硕士,4,医学,是,研发部,研究科学家,1,偶尔出差,0,4,否,0,80,3,7,3,2,1,1,6,2622,47,147,13248,0.21,无,0,高,3,非常高,4,中,2,中,2,更好,3,杰出,4,否,0,1
306,37,男,离异,2,本科,3,其他,是,研发部,研究总监,3,频繁出差,1,11,是,1,80,1,10,10,8,0,7,1,12185,47,663,10056,0.14,高级,3,中,2,高,3,非常高,4,高,3,更好,3,优秀,3,否,0,1
307,38,男,离异,2,本科,3,生命科学,是,销售部,销售主管,3,偶尔出差,0,3,否,0,80,6,17,16,10,5,13,0,10609,76,119,9647,0.12,中级,2,低,1,高,3,高,3,高,3,好,2,优秀,3,否,0,1
